"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Ongehuwd_13";"Gehuwd_14";"Gescheiden_15";"Verweduwd_16";"WestersTotaal_17";"NietWestersTotaal_18";"Marokko_19";"NederlandseAntillenEnAruba_20";"Suriname_21";"Turkije_22";"OverigNietWesters_23";"GeboorteTotaal_24";"GeboorteRelatief_25";"SterfteTotaal_26";"SterfteRelatief_27";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"Bevolkingsdichtheid_33";"Woningvoorraad_34";"GemiddeldeWoningwaarde_35";"PercentageEengezinswoning_36";"PercentageMeergezinswoning_37";"PercentageBewoond_38";"PercentageOnbewoond_39";"Koopwoningen_40";"HuurwoningenTotaal_41";"InBezitWoningcorporatie_42";"InBezitOverigeVerhuurders_43";"EigendomOnbekend_44";"BouwjaarVoor2000_45";"BouwjaarVanaf2000_46";"GemiddeldElektriciteitsverbruikTotaal_47";"Appartement_48";"Tussenwoning_49";"Hoekwoning_50";"TweeOnderEenKapWoning_51";"VrijstaandeWoning_52";"Huurwoning_53";"EigenWoning_54";"GemiddeldAardgasverbruikTotaal_55";"Appartement_56";"Tussenwoning_57";"Hoekwoning_58";"TweeOnderEenKapWoning_59";"VrijstaandeWoning_60";"Huurwoning_61";"EigenWoning_62";"PercentageWoningenMetStadsverwarming_63";"AantalInkomensontvangers_64";"GemiddeldInkomenPerInkomensontvanger_65";"GemiddeldInkomenPerInwoner_66";"k_40PersonenMetLaagsteInkomen_67";"k_20PersonenMetHoogsteInkomen_68";"Actieven1575Jaar_69";"k_40HuishoudensMetLaagsteInkomen_70";"k_20HuishoudensMetHoogsteInkomen_71";"HuishoudensMetEenLaagInkomen_72";"HuishOnderOfRondSociaalMinimum_73";"PersonenPerSoortUitkeringBijstand_74";"PersonenPerSoortUitkeringAO_75";"PersonenPerSoortUitkeringWW_76";"PersonenPerSoortUitkeringAOW_77";"BedrijfsvestigingenTotaal_78";"ALandbouwBosbouwEnVisserij_79";"BFNijverheidEnEnergie_80";"GIHandelEnHoreca_81";"HJVervoerInformatieEnCommunicatie_82";"KLFinancieleDienstenOnroerendGoed_83";"MNZakelijkeDienstverlening_84";"RUCultuurRecreatieOverigeDiensten_85";"PersonenautoSTotaal_86";"PersonenautoSJongerDan6Jaar_87";"PersonenautoS6JaarEnOuder_88";"PersonenautoSBrandstofBenzine_89";"PersonenautoSOverigeBrandstof_90";"PersonenautoSPerHuishouden_91";"PersonenautoSNaarOppervlakte_92";"Bedrijfsmotorvoertuigen_93";"Motorfietsen_94";"AfstandTotHuisartsenpraktijk_95";"AfstandTotGroteSupermarkt_96";"AfstandTotKinderdagverblijf_97";"AfstandTotSchool_98";"ScholenBinnen3Km_99";"OppervlakteTotaal_100";"OppervlakteLand_101";"OppervlakteWater_102";"MeestVoorkomendePostcode_103";"Dekkingspercentage_104";"MateVanStedelijkheid_105";"Omgevingsadressendichtheid_106";"TotaalDiefstalUitWoningSchuurED_107";"VernielingMisdrijfTegenOpenbareOrde_108";"GeweldsEnSeksueleMisdrijven_109"
"5823";"BU05183620";"'s-Gravenhage                           ";"Buurt     ";"BU05183620";"1";"    3105";"    1665";"    1440";"     605";"     345";"    1105";"     705";"     350";"    1830";"     700";"     435";"     145";"     355";"    1950";"     425";"     170";"     350";"     390";"     615";"      65";"      21";"      45";"      16";"    1660";"     970";"     220";"     475";"     1.8";"    8089";"    1697";"      90";"       7";"      93";"      89";"      11";"       7";"      86";"      73";"      13";"       7";"      84";"      16";"    1920";"    1800";"    3340";"    3860";"       .";"       .";"    1850";"    2640";"     840";"     880";"     260";"     900";"       .";"       .";"     860";"     580";"     9.7";"    2200";"    20.7";"    15.5";"    59.7";"     6.2";"    46.5";"    75.9";"     3.7";"    32.9";"    30.2";"     470";"     220";"     100";"     340";"     185";"      15";"      40";"      40";"      20";"      10";"      45";"      20";"     795";"     125";"     670";"     660";"     135";"     0.5";"    2066";"      65";"      30";"     0.3";"     0.3";"     0.2";"     0.4";"    43.7";"      39";"      38";"       0";"      2531";"       2";"       1";"    3759";"       6";"      12";"      11"
"5824";"BU05183637";"'s-Gravenhage                           ";"Buurt     ";"BU05183637";"1";"    6205";"    3115";"    3085";"    1265";"     630";"    1940";"    1485";"     885";"    3535";"    1515";"     865";"     295";"     660";"    3825";"     885";"     350";"     595";"     650";"    1340";"      90";"      15";"      55";"       9";"    3215";"    1695";"     455";"    1075";"     1.9";"   12193";"    3228";"      87";"       4";"      96";"      94";"       6";"       5";"      90";"      67";"      23";"       5";"      99";"       1";"    1780";"    1710";"    3440";"    3360";"       .";"       .";"    1710";"    3070";"     970";"     960";"    1140";"    1410";"       .";"       .";"     960";"    1140";"       .";"    4500";"    19.6";"    14.6";"    60.1";"     4.0";"    40.5";"    77.3";"     2.9";"    32.1";"    29.8";"    1040";"     380";"     170";"     840";"     300";"      40";"      80";"      85";"      20";"       5";"      40";"      30";"    1380";"     190";"    1190";"    1210";"     170";"     0.4";"    2709";"     130";"      55";"     0.5";"     0.4";"     0.5";"     0.4";"    46.2";"      51";"      51";"       0";"      2533";"       2";"       1";"    4114";"       5";"       9";"      12"
"5825";"BU05183638";"'s-Gravenhage                           ";"Buurt     ";"BU05183638";"1";"    6885";"    3555";"    3325";"    1360";"     825";"    2395";"    1615";"     695";"    4000";"    1960";"     720";"     210";"    1210";"    3670";"     570";"     260";"     785";"     995";"    1055";"     120";"      18";"      30";"       5";"    3455";"    1695";"     625";"    1135";"     2.0";"   14685";"    3124";"     103";"       9";"      91";"      96";"       4";"      37";"      63";"      47";"      16";"       0";"      97";"       3";"    2180";"    2100";"    2990";"    2840";"       .";"       .";"    1940";"    2580";"    1180";"    1150";"    1480";"    1780";"       .";"       .";"    1160";"    1220";"       .";"    5100";"    22.5";"    17.0";"    50.0";"     7.8";"    53.0";"    61.4";"     5.8";"    21.4";"    17.8";"     620";"     380";"     220";"     680";"     435";"      55";"     160";"      50";"      35";"       5";"      85";"      45";"    1875";"     315";"    1560";"    1610";"     265";"     0.5";"    4001";"     190";"     105";"     0.7";"     0.7";"     0.5";"     0.4";"    54.1";"      47";"      47";"       1";"      2531";"       3";"       1";"    4871";"       5";"      11";"      10"
"5826";"BU05183639";"'s-Gravenhage                           ";"Buurt     ";"BU05183639";"1";"    4150";"    2245";"    1905";"     810";"     535";"    1605";"     805";"     395";"    2575";"    1020";"     455";"     110";"     375";"    2535";"     635";"     220";"     525";"     400";"     755";"      90";"      22";"      20";"       5";"    2295";"    1335";"     365";"     600";"     1.8";"    9833";"    2231";"      93";"      12";"      88";"      93";"       7";"      11";"      88";"      86";"       2";"       0";"      87";"      13";"    1880";"    1690";"    3040";"    3000";"       .";"       .";"    1690";"    3100";"     940";"     920";"    1000";"    1230";"       .";"       .";"     920";"    1030";"       .";"    3100";"    22.7";"    17.5";"    53.2";"     8.3";"    50.3";"    73.9";"     6.4";"    28.8";"    24.7";"     590";"     260";"     160";"     390";"     200";"      20";"      55";"      20";"      20";"       5";"      55";"      25";"    1135";"     185";"     950";"     975";"     160";"     0.5";"    2685";"     110";"      50";"     0.5";"     0.6";"     0.8";"     0.4";"    33.9";"      43";"      42";"       1";"      2532";"       2";"       1";"    3628";"      11";"       9";"       8"
"5827";"WK051837  ";"'s-Gravenhage                           ";"Wijk      ";"WK051837  ";"1";"    5195";"    2660";"    2530";"    1130";"     880";"    1625";"    1235";"     325";"    2925";"    1750";"     420";"     100";"     615";"    3930";"     420";"      80";"     900";"    2025";"     500";"      85";"      16";"      15";"       3";"    2080";"     785";"     335";"     970";"     2.5";"   11631";"    1681";"     133";"      28";"      72";"      96";"       4";"      40";"      60";"      30";"      29";"       0";"      90";"      10";"    2610";"    2330";"    3310";"    3470";"       .";"       .";"    2380";"    2970";"    1180";"    1190";"    1120";"    1340";"       .";"       .";"    1090";"    1320";"       .";"    3500";"    21.6";"    15.1";"    52.4";"     8.5";"    50.7";"    54.2";"    10.7";"    20.0";"    17.0";"     320";"     290";"     140";"     310";"     575";"      75";"     155";"     130";"      40";"      25";"     115";"      30";"    1475";"     290";"    1190";"    1150";"     325";"     0.7";"    3307";"     350";"      50";"     0.9";"     0.4";"     0.8";"     0.3";"    52.6";"      50";"      45";"       5";"         .";"       .";"       1";"    6010";"       9";"      12";"      10"
"5828";"BU05183721";"'s-Gravenhage                           ";"Buurt     ";"BU05183721";"1";"    5195";"    2660";"    2530";"    1130";"     880";"    1625";"    1235";"     325";"    2925";"    1750";"     420";"     100";"     615";"    3930";"     420";"      80";"     900";"    2025";"     500";"      80";"      16";"      15";"       3";"    2080";"     785";"     335";"     970";"     2.5";"   11631";"    1681";"     133";"      28";"      72";"      96";"       4";"      40";"      60";"      30";"      29";"       0";"      90";"      10";"    2610";"    2330";"    3310";"    3470";"       .";"       .";"    2380";"    2970";"    1180";"    1190";"    1120";"    1340";"       .";"       .";"    1090";"    1320";"       .";"    3500";"    21.6";"    15.1";"    52.4";"     8.5";"    50.7";"    54.2";"    10.7";"    20.0";"    17.0";"     320";"     290";"     140";"     310";"     575";"      75";"     155";"     130";"      40";"      25";"     115";"      30";"    1475";"     290";"    1190";"    1150";"     325";"     0.7";"    3307";"     350";"      50";"     0.9";"     0.4";"     0.8";"     0.3";"    52.6";"      50";"      45";"       5";"      2525";"       1";"       1";"    6010";"       9";"      12";"      10"
"5829";"WK051838  ";"'s-Gravenhage                           ";"Wijk      ";"WK051838  ";"1";"   40275";"   20635";"   19640";"    7410";"    6440";"   14285";"    8955";"    3185";"   24810";"   10575";"    3960";"     935";"    8115";"   21800";"    3795";"    1940";"    6540";"    3465";"    6050";"     615";"      15";"     175";"       4";"   19980";"    9525";"    3920";"    6550";"     2.0";"   15043";"   18358";"     112";"      11";"      89";"      94";"       6";"      35";"      63";"      33";"      31";"       1";"      88";"      12";"    2260";"    2160";"    3080";"    3060";"       .";"    3290";"    2090";"    2550";"    1030";"    1050";"    1120";"    1030";"       .";"    2160";"    1020";"    1120";"     6.5";"   29300";"    22.2";"    16.7";"    51.2";"     8.0";"    53.7";"    61.0";"     6.2";"    18.4";"    16.4";"    3010";"    2000";"    1270";"    3040";"    2955";"     165";"    1175";"     555";"     220";"      60";"     470";"     305";"   10790";"    1760";"    9030";"    9250";"    1540";"     0.5";"    4030";"    1340";"     605";"     0.4";"     0.5";"     0.3";"     0.3";"    43.3";"     281";"     268";"      13";"         .";"       .";"       1";"    5682";"       8";"       8";"      12"
"5830";"BU05183819";"'s-Gravenhage                           ";"Buurt     ";"BU05183819";"1";"    4055";"    2010";"    2040";"     560";"    1035";"    1320";"     825";"     320";"    2750";"     825";"     400";"      90";"     630";"    2590";"     485";"     265";"     655";"     275";"     910";"      50";"      13";"      10";"       3";"    2360";"    1400";"     420";"     550";"     1.7";"   14072";"    2174";"     128";"       2";"      98";"      95";"       5";"      17";"      83";"      73";"      10";"       0";"      60";"      40";"    2070";"    2050";"    2780";"       .";"       .";"       .";"    2030";"    2230";"     620";"     610";"    1100";"       .";"       .";"       .";"     690";"     400";"    23.0";"    2800";"    23.1";"    18.0";"    56.2";"    11.2";"    46.1";"    67.2";"     6.5";"    20.7";"    20.1";"     340";"     210";"      90";"     300";"     235";"       5";"      35";"      55";"      35";"      10";"      65";"      25";"     880";"     160";"     720";"     705";"     170";"     0.4";"    3045";"      80";"      55";"     0.5";"     0.3";"     0.5";"     0.5";"    48.8";"      34";"      29";"       5";"      2521";"       4";"       1";"    6453";"      10";"       8";"      11"
"5831";"BU05183822";"'s-Gravenhage                           ";"Buurt     ";"BU05183822";"1";"    4655";"    2370";"    2285";"     895";"     780";"    1430";"    1120";"     430";"    2675";"    1265";"     595";"     125";"     530";"    3315";"     745";"     235";"     680";"     915";"     740";"      75";"      17";"      25";"       6";"    2395";"    1330";"     325";"     745";"     1.9";"    8368";"    2065";"     113";"       3";"      97";"      94";"       6";"      16";"      84";"      70";"      15";"       0";"      83";"      17";"    2260";"    2230";"    3370";"    4010";"       .";"       .";"    2160";"    2720";"     890";"     880";"    1250";"    1610";"       .";"       .";"     860";"    1060";"       .";"    3400";"    20.6";"    15.4";"    58.3";"     7.2";"    43.0";"    70.7";"     5.1";"    27.9";"    26.0";"     580";"     300";"     120";"     410";"     430";"      20";"     125";"     125";"      35";"      10";"      85";"      25";"    1085";"     255";"     830";"     875";"     205";"     0.5";"    1947";"     210";"      30";"     0.5";"     0.8";"     0.5";"     0.4";"    47.8";"      62";"      56";"       6";"      2521";"       1";"       1";"    6774";"       6";"      11";"      20"
"5832";"BU05183823";"'s-Gravenhage                           ";"Buurt     ";"BU05183823";"1";"    4255";"    2095";"    2155";"     935";"     620";"    1325";"    1085";"     290";"    2430";"    1315";"     440";"      75";"     400";"    2890";"     535";"     155";"    1105";"     620";"     480";"      55";"      14";"      15";"       4";"    1755";"     630";"     295";"     840";"     2.4";"   12836";"    1607";"     144";"      53";"      47";"      98";"       2";"      35";"      65";"      56";"       9";"       0";"      53";"      47";"    2920";"    2640";"    3180";"    3110";"       .";"       .";"    2600";"    3510";"     650";"     630";"     650";"     780";"       .";"       .";"     780";"     430";"    46.6";"    3100";"    22.7";"    16.6";"    52.5";"     9.7";"    52.0";"    55.9";"    11.4";"    21.0";"    19.4";"     380";"     280";"     130";"     280";"     180";"      15";"      75";"      25";"      25";"      10";"      25";"      10";"    1175";"     205";"     970";"    1010";"     165";"     0.7";"    3545";"     110";"      45";"     0.3";"     0.3";"     0.3";"     0.3";"    44.0";"      33";"      33";"       0";"      2524";"       1";"       1";"    4077";"       8";"       4";"       9"
"5833";"BU05183824";"'s-Gravenhage                           ";"Buurt     ";"BU05183824";"1";"    8010";"    4180";"    3825";"    1535";"    1050";"    3020";"    1815";"     590";"    4905";"    2190";"     735";"     185";"    1980";"    3440";"     375";"     305";"    1335";"     445";"     980";"     115";"      14";"      35";"       5";"    3830";"    1685";"     795";"    1355";"     2.1";"   17359";"    3522";"     110";"      15";"      85";"      94";"       6";"      50";"      50";"      12";"      38";"       1";"     100";"       0";"    2300";"    2200";"    2890";"    2880";"       .";"       .";"    2070";"    2520";"    1290";"    1240";"    1510";"    1630";"       .";"       .";"    1270";"    1310";"       .";"    5900";"    23.2";"    17.4";"    46.2";"     8.3";"    60.5";"    54.9";"     7.0";"    14.7";"    12.7";"     440";"     370";"     270";"     560";"     680";"      40";"     310";"     115";"      30";"      10";"     100";"      70";"    2405";"     380";"    2020";"    2125";"     280";"     0.6";"    5210";"     310";"     150";"     0.3";"     0.4";"     0.4";"     0.3";"    43.9";"      47";"      46";"       1";"      2523";"       5";"       1";"    5011";"       7";"       8";"      11"
"5834";"BU05183825";"'s-Gravenhage                           ";"Buurt     ";"BU05183825";"1";"   11010";"    5725";"    5285";"    1975";"    1480";"    4330";"    2275";"     950";"    6845";"    2900";"     980";"     295";"    3025";"    4185";"     340";"     490";"    1435";"     415";"    1495";"     190";"      17";"      50";"       5";"    5545";"    2455";"    1350";"    1750";"     2.0";"   20125";"    5119";"     104";"       6";"      94";"      94";"       6";"      50";"      49";"       4";"      45";"       1";"      99";"       1";"    2200";"    2150";"    3040";"    2770";"       .";"       .";"    1950";"    2440";"    1250";"    1230";"    1530";"    1800";"       .";"       .";"    1230";"    1260";"       .";"    8100";"    23.2";"    17.6";"    44.8";"     8.5";"    61.1";"    56.0";"     5.5";"    12.0";"    10.1";"     480";"     400";"     380";"     910";"     925";"      55";"     425";"     135";"      50";"      15";"     135";"     105";"    3310";"     530";"    2780";"    2895";"     415";"     0.6";"    6051";"     415";"     250";"     0.5";"     0.6";"     0.3";"     0.3";"    43.2";"      56";"      55";"       1";"      2522";"       2";"       1";"    6171";"       6";"       7";"      11"
"5835";"BU05183826";"'s-Gravenhage                           ";"Buurt     ";"BU05183826";"1";"    8280";"    4240";"    4035";"    1510";"    1475";"    2860";"    1830";"     605";"    5215";"    2085";"     810";"     175";"    1540";"    5375";"    1315";"     490";"    1325";"     790";"    1445";"     120";"      15";"      35";"       4";"    4090";"    2030";"     745";"    1320";"     2.0";"   16829";"    3871";"     104";"       4";"      96";"      90";"      10";"      23";"      72";"      38";"      34";"       5";"      95";"       5";"    2110";"    2060";"    3280";"    2810";"       .";"       .";"    2030";"    2370";"    1110";"    1110";"    1240";"    1060";"       .";"       .";"    1100";"    1150";"       .";"    6000";"    19.9";"    14.9";"    57.7";"     5.3";"    47.6";"    67.1";"     4.8";"    22.9";"    20.2";"     790";"     430";"     300";"     580";"     510";"      25";"     205";"     100";"      45";"       0";"      60";"      70";"    1940";"     230";"    1710";"    1640";"     300";"     0.5";"    3938";"     210";"      75";"     0.5";"     0.4";"     0.3";"     0.3";"    37.0";"      49";"      49";"       0";"      2516";"       3";"       1";"    5217";"       9";"      10";"      12"
"5836";"WK051839  ";"'s-Gravenhage                           ";"Wijk      ";"WK051839  ";"1";"    1240";"    1060";"     180";"      20";"     190";"     680";"     335";"      20";"     980";"      75";"     190";"       5";"      85";"     755";"     185";"     125";"     180";"      70";"     190";"       5";"       4";"       5";"       4";"    1165";"    1115";"      35";"      25";"     1.1";"     926";"     282";"       .";"       5";"      95";"      12";"      88";"       0";"      55";"       0";"      55";"      45";"     100";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      80";"      70";"       .";"       .";"       .";"       .";"     470";"       .";"    34.5";"    1200";"    12.0";"    11.8";"    90.6";"     1.1";"    15.5";"    97.9";"     0.2";"    84.1";"    79.7";"      20";"      10";"      10";"      20";"     600";"       0";"      60";"     130";"     100";"      40";"     195";"      65";"     795";"     580";"     220";"     605";"     190";"     0.7";"     593";"     395";"      30";"     1.0";"     0.8";"     1.0";"     1.0";"    32.8";"     146";"     134";"      11";"         .";"       .";"       1";"    3501";"       3";"      14";"      33"
"5837";"BU05183960";"'s-Gravenhage                           ";"Buurt     ";"BU05183960";"1";"    1240";"    1060";"     180";"      20";"     190";"     680";"     335";"      20";"     980";"      75";"     190";"       5";"      85";"     755";"     185";"     125";"     180";"      70";"     190";"       5";"       4";"       5";"       4";"    1165";"    1115";"      35";"      25";"     1.1";"     926";"     282";"       .";"       5";"      95";"      12";"      88";"       0";"      55";"       0";"      55";"      45";"     100";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      80";"      70";"       .";"       .";"       .";"       .";"     470";"       .";"    34.5";"    1200";"    12.0";"    11.8";"    90.6";"     1.1";"    15.5";"    97.9";"     0.2";"    84.1";"    79.7";"      20";"      10";"      10";"      20";"     600";"       0";"      60";"     130";"     100";"      40";"     195";"      65";"     795";"     580";"     220";"     605";"     190";"     0.7";"     593";"     395";"      30";"     1.0";"     0.8";"     1.0";"     1.0";"    32.8";"     146";"     134";"      11";"      2516";"       1";"       1";"    3501";"       3";"      14";"      33"
"5838";"WK051840  ";"'s-Gravenhage                           ";"Wijk      ";"WK051840  ";"1";"   21255";"   10510";"   10740";"    4840";"    2730";"    5425";"    6185";"    2080";"   10845";"    8305";"    1470";"     640";"    2110";"    6790";"    1075";"     345";"    2455";"    1450";"    1460";"     220";"      10";"     165";"       8";"    7660";"    1615";"    1780";"    4270";"     2.7";"    6869";"    7495";"     252";"      71";"      29";"      97";"       3";"      59";"      41";"      30";"      10";"       0";"      23";"      77";"    3310";"    2370";"    3630";"    3800";"    4210";"    4580";"    2840";"    3730";"     690";"     380";"     690";"     990";"    1140";"    2040";"     450";"     890";"    33.7";"   15000";"    35.9";"    26.1";"    34.3";"    28.2";"    64.4";"    24.6";"    34.9";"     6.4";"     5.6";"     430";"     810";"     450";"    2040";"    1385";"      35";"     230";"     215";"     155";"     125";"     465";"     160";"    8355";"    3040";"    5315";"    7195";"    1160";"     1.1";"    2700";"     680";"     545";"     0.6";"     0.6";"     0.5";"     0.5";"    19.3";"     328";"     309";"      18";"         .";"       .";"       2";"    2459";"       5";"       3";"       5"
"5839";"BU05184001";"'s-Gravenhage                           ";"Buurt     ";"BU05184001";"1";"    2060";"     960";"    1100";"     310";"     265";"     400";"     635";"     450";"     935";"     715";"     190";"     225";"     245";"     560";"      80";"      35";"     220";"     105";"     120";"      15";"       9";"      80";"      40";"     720";"     235";"     145";"     350";"     2.4";"    2761";"     717";"     272";"      63";"      37";"      96";"       4";"      35";"      65";"      47";"      18";"       0";"       9";"      91";"    3250";"    2090";"    3740";"    3960";"    4780";"    4450";"    2700";"    4330";"     880";"     820";"     700";"     630";"    1190";"    2200";"     550";"    1340";"    17.8";"    1400";"    33.6";"    26.4";"    37.1";"    25.3";"    65.4";"    33.4";"    30.1";"     6.6";"     6.3";"      20";"     120";"      40";"     450";"     140";"       5";"      25";"      25";"      15";"      20";"      45";"      15";"     750";"     300";"     450";"     645";"     105";"     1.0";"    1001";"     115";"      45";"     0.8";"     1.0";"     0.9";"     0.9";"    22.1";"      76";"      75";"       2";"      2548";"       1";"       1";"    3114";"       4";"       2";"       3"
"5840";"BU05184002";"'s-Gravenhage                           ";"Buurt     ";"BU05184002";"1";"    7990";"    3915";"    4075";"    2235";"     865";"    2610";"    1650";"     635";"    4435";"    2845";"     525";"     190";"     700";"    2865";"     535";"     120";"    1025";"     685";"     495";"     120";"      16";"      45";"       6";"    2880";"     650";"     575";"    1665";"     2.8";"    7533";"    2833";"     246";"      63";"      37";"      96";"       4";"      51";"      49";"      33";"      15";"       0";"       2";"      98";"    3160";"    2330";"    3580";"    3630";"    3960";"    4620";"    2720";"    3600";"     190";"      60";"     110";"     350";"     590";"    1900";"      20";"     340";"    81.4";"    5400";"    35.8";"    24.4";"    32.9";"    28.3";"    67.7";"    27.0";"    31.6";"     7.5";"     6.4";"     190";"     250";"     160";"     620";"     515";"      20";"      95";"      80";"      60";"      35";"     160";"      65";"    2900";"    1025";"    1880";"    2495";"     410";"     1.0";"    2735";"     190";"     165";"     0.6";"     0.5";"     0.3";"     0.4";"    23.7";"     109";"     106";"       3";"      2548";"       1";"       1";"    2609";"       6";"       4";"       7"
"5841";"BU05184003";"'s-Gravenhage                           ";"Buurt     ";"BU05184003";"1";"    3460";"    1810";"    1645";"     695";"     490";"     610";"    1330";"     330";"    1610";"    1600";"     175";"      80";"     470";"     645";"      30";"      30";"     280";"      90";"     210";"      20";"       6";"       5";"       3";"    1220";"     185";"     355";"     695";"     2.8";"    7675";"    1220";"     315";"      90";"      10";"      98";"       2";"      93";"       7";"       2";"       4";"       0";"      55";"      45";"    3910";"    2650";"    3890";"    4110";"    4550";"    4300";"    3390";"    3940";"    1240";"     800";"    1140";"    1390";"    1390";"    2190";"    1150";"    1240";"       .";"    2600";"    44.7";"    33.8";"    29.4";"    37.5";"    65.2";"    10.6";"    54.1";"     1.8";"     1.5";"      10";"      80";"      60";"     320";"     285";"       0";"      20";"      40";"      30";"      45";"     120";"      25";"    1600";"     670";"     930";"    1350";"     250";"     1.3";"    3552";"      95";"     135";"     1.0";"     0.8";"     0.5";"     0.4";"    19.7";"      46";"      45";"       1";"      2548";"       1";"       1";"    2802";"       7";"       2";"       2"
"5842";"BU05184004";"'s-Gravenhage                           ";"Buurt     ";"BU05184004";"1";"    4295";"    2100";"    2190";"     825";"     560";"     900";"    1495";"     515";"    2040";"    1795";"     345";"     115";"     390";"    1490";"     290";"      95";"     475";"     300";"     330";"      25";"       7";"      10";"       3";"    1650";"     360";"     475";"     825";"     2.6";"   11881";"    1630";"     218";"      62";"      38";"      98";"       2";"      55";"      45";"      42";"       3";"       0";"      57";"      43";"    3170";"    2640";"    3470";"    3560";"       .";"       .";"    3040";"    3450";"     980";"     820";"    1050";"    1180";"       .";"       .";"     950";"    1060";"       .";"    3200";"    31.9";"    24.1";"    37.4";"    23.0";"    57.6";"    28.8";"    27.1";"     7.5";"     6.6";"     130";"     200";"     120";"     500";"     215";"       5";"      50";"      25";"      30";"      10";"      70";"      20";"    1720";"     570";"    1150";"    1510";"     210";"     1.0";"    4760";"     165";"      90";"     0.4";"     0.5";"     0.5";"     0.7";"    13.9";"      46";"      36";"      10";"      2548";"       1";"       2";"    2268";"       2";"       3";"       4"
"5843";"BU05184005";"'s-Gravenhage                           ";"Buurt     ";"BU05184005";"1";"    3445";"    1720";"    1725";"     770";"     545";"     900";"    1075";"     150";"    1830";"    1350";"     235";"      35";"     300";"    1225";"     135";"      65";"     455";"     270";"     295";"      30";"       9";"      10";"       3";"    1180";"     200";"     240";"     745";"     2.9";"    7270";"    1095";"     238";"      87";"      13";"      98";"       2";"      64";"      36";"      25";"      10";"       0";"       0";"     100";"    3510";"    2290";"    3590";"    3790";"    3960";"    5440";"    3040";"    3770";"    1100";"     820";"    1050";"    1240";"    1540";"    2080";"    1020";"    1140";"       .";"    2500";"    33.5";"    24.6";"    36.6";"    26.3";"    64.9";"    22.3";"    36.4";"     6.9";"     6.4";"      90";"     150";"      80";"     150";"     225";"       5";"      35";"      40";"      25";"      15";"      70";"      35";"    1380";"     480";"     905";"    1190";"     190";"     1.2";"    2915";"     120";"     110";"     0.4";"     0.4";"     0.4";"     0.5";"    13.9";"      50";"      47";"       3";"      2548";"       1";"       2";"    1545";"       3";"       2";"       5"
"5844";"WK051841  ";"'s-Gravenhage                           ";"Wijk      ";"WK051841  ";"1";"     175";"      95";"      80";"      30";"      15";"      35";"      60";"      40";"      95";"      50";"      25";"      15";"      10";"      15";"       0";"       0";"       0";"       5";"      10";"       0";"       6";"       0";"      11";"      65";"      25";"      20";"      25";"     2.3";"      49";"      65";"     435";"      94";"       6";"      94";"       6";"      85";"      15";"       0";"      15";"       0";"      92";"       8";"    3690";"       .";"    2530";"    2600";"    4310";"    4620";"       .";"    3560";"    2420";"       .";"    1570";"    2170";"    2530";"    3170";"       .";"    2290";"       .";"     100";"    45.7";"    34.7";"    27.4";"    37.6";"    63.4";"       .";"       .";"       .";"       .";"       0";"      10";"      10";"      40";"     440";"       0";"      90";"     130";"      50";"      30";"     120";"      25";"     725";"     575";"     150";"     465";"     265";"       .";"       .";"     620";"      20";"     0.8";"     1.2";"     0.7";"     0.7";"    16.9";"     372";"     357";"      15";"         .";"       .";"       3";"    1343";"      11";"      63";"      57"
"5845";"BU05184106";"'s-Gravenhage                           ";"Buurt     ";"BU05184106";"1";"     175";"      95";"      80";"      30";"      15";"      35";"      60";"      40";"      95";"      50";"      25";"      15";"      10";"      15";"       0";"       0";"       0";"       5";"      10";"       0";"       6";"       0";"      11";"      65";"      25";"      20";"      25";"     2.3";"      94";"      64";"     429";"      94";"       6";"      95";"       5";"      86";"      14";"       0";"      14";"       0";"      92";"       8";"    3770";"       .";"    2530";"    2600";"    4310";"    4900";"       .";"    3560";"    2410";"       .";"    1570";"    2170";"    2530";"    3170";"       .";"    2290";"       .";"     100";"    45.7";"    34.7";"    27.4";"    37.6";"    63.4";"       .";"       .";"       .";"       .";"       0";"      10";"      10";"      40";"     250";"       0";"      60";"      75";"      25";"      15";"      60";"      10";"     235";"     110";"     125";"     150";"      90";"       .";"       .";"     485";"      15";"     0.8";"     1.2";"     0.7";"     0.7";"    16.9";"     192";"     187";"       5";"      2495";"       1";"       3";"    1416";"      11";"      23";"       6"
